memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
imagined,2,8,There wasn't one thing on the menu that she had ordered.,0.25,0.125,0.375
imagined,2,9,"The cake was the same way, it wasn't even close to what she wanted and she was obviously upset in the wedding photos.",0.5,0.125,0.5
imagined,2,10,"She finally got over it and the fun started, the food turned out to be very tasty so all ended well.",0.25,0.25,0.5
imagined,2,11,We danced until we were bone tired.,0.25,0.375,0.625
imagined,2,12,The band was excellent and everybody said they enjoyed the music.,0.25,0.125,0.375
imagined,2,13,After the night was over and everybody was ready to go home the couple got in the car and left.,0.125,0.5,0.625
imagined,1,0,Every saturday i tend my garden.,0.375,0.5,0.75
imagined,1,1,I started putting up feeders around to see some of the nature.,0.25,0.625,0.875
imagined,1,2,"For the first few weeks I got nothing and no activity, then about a month ago animals came.",0.75,0.25,0.875
imagined,1,4,I was out misting the peonies and the bird kept flitting in and out of the hose.,0.375,0.125,0.5
imagined,1,5,I moved the hose and the bird moved too.,0.5,0.125,0.625
imagined,1,6,Eventually i got a chair and just sat spraying the mist and letting the bird flutter around.,0.125,0.25,0.375
imagined,2,0,"About twelve weeks ago, my husband and I decided to head down to Miami.",0.875,0.75,1.0
imagined,2,1,I wanted to see my sister and surprise her on her birthday.,0.5,0.125,0.625
imagined,2,3,"Because the family is kind of spread out around the country, we don't get to see each other as often as we would like.",0.25,0.125,0.375
imagined,2,4,We decided to drive down instead of flying so we could make it into more of a road trip.,0.25,0.25,0.5
imagined,2,5,I found that part of it to be very relaxing.,0.125,0.125,0.25
imagined,2,6,Seeing all of the sites along the way was a great experience.,0.25,0.375,0.625
imagined,2,7,When we finally arrived in Miami we immediately set out to get the surprise party worked out.,0.25,0.375,0.625
imagined,2,8,It really paid off.,0.125,0.125,0.25
imagined,2,9,I don't think I've ever seen my sister so surprised or happy when we all yelled Surprise and turned on the lights when she opened the door.,0.5,0.25,0.625
imagined,2,10,There were three different cakes and each one was more delicious than the last.,0.125,0.125,0.25
imagined,2,11,The chocolate cake was my personal favorite.,0.125,0.125,0.25
imagined,2,12,"The entire night, you couldn't pry the smile off of my sister's face.",0.125,0.25,0.375
imagined,3,0,The most unexpected thing happened to me about 3 months ago.,0.75,0.125,0.75
imagined,3,3,"My best friend and I were on our way to see my favorite band, Highly Suspect, perform at the Amphitheater when I heard my phone ringing from the depths of my purse.",0.75,0.5,1.0
imagined,3,4,"I almost didn't answer it because I was driving and all that, but my best friend fished it out of the abyss for me.",0.125,0.125,0.25
imagined,3,5,I am SO glad I took the call!,0.125,0.125,0.25
imagined,3,6,"It was an automated call from the local rock station I listen to religiously on my way to and from work, telling me I had won a trip to Las Vegas.",0.75,0.25,0.875
imagined,3,7,"They have a web page where you can enter-for-a-chance-to-win stuff like T-shirts, concert tickets and vacations (obviously).",0.125,0.125,0.25
imagined,3,9,"I was so excited when I got that call, having never been to Las Vegas, that I immediately called the radio station.",0.25,0.25,0.375
imagined,3,11,The lady who answered the phone assured me that if I had gotten the automated call I had definitely won the trip.,0.375,0.125,0.5
imagined,3,14,I had actually won a trip to Mexico.,0.875,0.125,0.875
imagined,3,15,"This excited me even more, because I've always wanted to go to Mexico.",0.125,0.125,0.25
imagined,3,16,It was the most amazing trip and I will forever remember it!,0.25,0.125,0.25
imagined,2,0,"About 6 months ago, I decided to learn more about the art of food foraging and how it could be beneficial to me.",1.0,0.5,1.0
imagined,2,1,I started by searching the internet for anything I could find.,0.25,0.5,0.75
imagined,2,2,I was surprised at how much you could learn and how complex it could be but I didn't let it scare me; I continued in my quest to learn more.,0.375,0.375,0.75
imagined,2,4,It made me realize that people aren't using the natural resources we have and that there are a lot of things that are going to waste just because we don't know it's available to us.,0.125,0.5,0.5
imagined,2,5,"After a week of doing extensive research, I decided to go on a hunt and see exactly what I could find.",0.75,0.5,1.0
imagined,2,6,I drove about an hour away to a location that was plentiful of forest and wildlife that I thought would suit me for my foraging needs.,0.375,0.75,0.75
imagined,2,7,"As I walked through the woods, I stumbled upon things I had not recognized from my research, so I had to use my best judgement about whether or not this was something that could be edible.",0.75,0.375,0.875
imagined,2,8,I found a patch of wild berries that looked good so I decided to try my luck and eat one.,0.5,0.5,0.75
imagined,2,9,"They were very sweet and did not have a bitter taste, so I ate a few more before continuing on my way.",0.5,0.625,0.75
imagined,2,10,"Further on my travels, I saw some wild plants so I decided to pick them and take them home with me to see what I could do with them.",0.25,0.875,0.875
imagined,2,11,This was turning out to be quite the interesting adventure.,0.25,0.125,0.375
imagined,2,12,I heard a rustling noise behind me so I abruptly looked over my shoulder and realized that I had entered someone else's territory.,0.875,0.125,1.0
imagined,2,13,"Instead of seeing a person like I expected, I saw a beautiful deer standing behind me.",0.75,0.25,0.875
imagined,2,14,"It didn't run away like I thought, but just looked at me inquisitively, stopped to take in the sights and smells of nature, and then slowly walked away.",0.25,0.25,0.5
imagined,2,15,"At that moment, I thought to myself, people and animals aren't all that different.",0.375,0.125,0.375
imagined,2,16,We are all here for the same reason; survival and to try and protect what is ours.,0.125,0.125,0.25
imagined,2,17,"As it started getting dark, I figured it was time to pack up and take my findings home.",0.25,0.625,0.75
imagined,2,18,My stomach was feeling a little bit queasy and I was hoping it wasn't the berries I ate from earlier!,0.125,0.125,0.25
imagined,3,0,"A month ago, I went on a hiking adventure in 2019.",0.875,0.5,0.875
imagined,3,1,I went with several family member.,0.25,0.125,0.25
imagined,3,2,We decided to hike the top of Mt. Leconte.,0.375,0.375,0.375
imagined,3,4,My father got some brown boots and brown pants for the hike.,0.25,0.25,0.5
imagined,3,5,My mother dressed in all black.,0.25,0.25,0.5
imagined,3,6,My brothers and sisters decided to dress in all white.,0.125,0.375,0.5
imagined,3,8,There was a panic at one point.,0.5,0.125,0.625
imagined,3,9,My brother slipped in the middle of the hike.,0.375,0.25,0.5
imagined,3,11,He only got a small scrape and we continued on.,0.125,0.125,0.25
imagined,3,12,It took a few hours to reach the top.,0.25,0.5,0.5
imagined,3,13,We celebrated with a big picnic.,0.75,0.375,0.875
imagined,3,14,It was a feast of some chicken and apple pies.,0.25,0.125,0.25
imagined,1,0,It's been three months since my family and I went on a cruise.,0.625,0.25,0.625
imagined,1,1,We had a wonderful time!,0.25,0.125,0.25
imagined,1,2,There were so many things to do and it was great spending time with my family.,0.125,0.375,0.375
imagined,1,3,We made so many happy memories!,0.375,0.125,0.5
imagined,1,4,It wasn't all fun and games though.,0.5,0.25,0.5
imagined,1,5,There were a few things that almost ruined our vacation.,0.75,0.25,0.875
imagined,1,6,My aunt had her room broken into and someone stole most of the jewelry that she had put on the counter in the bathroom.,1.0,0.25,1.0
imagined,1,7,"At first it didn't seem like the 'boat police' were doing anything to help, but it was only a few hours before they caught the man that had broken in.",0.625,0.25,0.625
imagined,1,8,My aunt got her jewelry back and when we got to the port they put the man off the boat.,0.375,0.125,0.375
imagined,1,9,I was surprised that we were able to put it behind us and have fun.,0.125,0.25,0.375
imagined,1,10,My aunt even led the conga line around the deck after dinner.,0.875,0.125,0.875
imagined,1,11,It's amazing how quickly she forgave the whole incident.,0.125,0.125,0.25
imagined,1,12,The cruise ship was really nice to us after that and they even upgraded our rooms for us.,0.5,0.125,0.625
imagined,1,13,They moved us into a few of their family suites that were unoccupied.,0.625,0.125,0.625
imagined,3,0,My son looked so handsome in his gown and cap the day of his graduation.,1.0,0.75,1.0
imagined,3,1,I think back to the look we shared as he was walking down the lane to find his seat.,0.625,0.125,0.75
imagined,3,3,"He looked at me and winked with a glimmer in his eyes, a look that said it all.",0.25,0.25,0.5
imagined,3,4,The long hours of studying all these years have finally paid off and he is finally graduating.,0.125,0.375,0.375
imagined,3,5,The road up until here was not an easy one but we made it.,0.25,0.125,0.375
imagined,3,6,The graduation ceremony took place in the arena in the city and was as grand as you could imagine.,0.25,0.375,0.625
imagined,3,7,The arena was prepared for a prestigeous ceremony with attendees from prestigeous educational backgrounds.,0.25,0.125,0.25
imagined,3,9,The commencement speeches started and we were impatiently waiting for them to hand out the certificates to the graduates.,0.125,0.625,0.75
imagined,3,10,My phones camera was on full blast along with our digital camera and video camera.,0.125,0.5,0.625
imagined,3,11,My husband and kids and family was all there and cheering when they called his name and as he walked up to the stage to receive his degree we all went wild with cheers and hollers.,0.5,0.625,0.875
imagined,3,12,He looked up at us in the stand and smiled and waved as we screamed our excitement.,0.125,0.5,0.625
imagined,1,0,About three weeks ago I witnessed something scary.,0.875,0.125,1.0
imagined,1,2,"The weather was gorgeous and the park was quiet, only some children with their parents playing around, and some people walking about and taking advantage of the beautiful day.",0.125,0.5,0.625
imagined,1,3,Then a kind of rumbling noise started.,1.0,0.125,1.0
imagined,1,4,"It morphed rapidly into something more akin to a shrieking noise, with an explosive component somewhere in.",1.0,0.125,1.0
imagined,1,5,"And it got louder and louder, to the point where it seemed to fill the air around us completely.",0.625,0.125,0.625
imagined,1,6,Of course everyone in the park started looking around to see where the noise came from.,0.25,0.5,0.5
imagined,1,9,"They were flying in V formation like geese - dark, deadly, shrieking metal geese.",0.125,0.125,0.25
imagined,1,15,"I thought of people living in cities being bombed by similar planes, the horror of it, and the powerlessness of those people.",0.125,0.125,0.25
imagined,1,16,"And for the first time, I physically felt what war is, I felt it in my bones, its monstrosity, and what it did to people.",0.125,0.125,0.25
imagined,1,0,"I’ve always liked doing something charitable, and that Easter was just another time to give to those in need.",0.375,0.375,0.625
imagined,1,1,"I’ve been trying to raise my kids with the same values that were instilled in me, so four months ago, I brought my daughter along for our charity food truck run.",0.625,0.625,1.0
imagined,1,2,"We were just going to drop off some canned goods and a few baked goods my wife baked, but my daughter took it one step further.",0.25,0.25,0.5
imagined,1,3,She wanted to get some plastic eggs and fill them with Easter candy to hand out along with the food.,0.75,0.125,0.875
imagined,1,4,Bless her heart.,0.125,0.125,0.125
imagined,1,5,"I know people say that teenagers only care for themselves, but she’s such a good girl.",0.125,0.125,0.25
imagined,1,6,"So, we did exactly that.",0.25,0.25,0.375
imagined,1,9,"We grabbed a couple of baskets, plopped the eggs in, and drove on over.",0.25,0.75,0.875
imagined,1,10,"I couldn’t believe the affect that such a simple, inexpensive gesture would have on these folks.",0.125,0.125,0.125
imagined,1,12,Even she wept at seeing how it made them feel.,0.75,0.25,0.75
imagined,1,13,"I couldn’t thank my daughter enough for reminding me of this lesson, something so simple that I truly forgot it.",0.25,0.125,0.375
imagined,1,14,It took the little bit of compassion from a teenager to remind me why I do these kinds of things.,0.375,0.25,0.5
imagined,1,0,"Two months ago, I went to a family reunion.",0.875,0.5,0.875
imagined,1,1,I had a blast meeting my family.,0.5,0.25,0.625
imagined,1,2,I gave my sister a big hug.,0.125,0.625,0.75
imagined,1,4,I shared a beer with my father.,0.125,0.375,0.5
imagined,1,6,I played horse shoes with my cousins.,0.125,0.5,0.625
imagined,1,7,I won the game and celebrated my win with some cake.,0.375,0.375,0.625
imagined,1,8,We all got together to perform karaoke.,0.5,0.375,0.875
imagined,1,9,"Most of the people were drunk, so they didn't mind singing.",0.5,0.25,0.5
imagined,1,10,I almost fell over while singing.,0.5,0.25,0.75
imagined,1,13,I still had a ton of fun at the reunion.,0.375,0.125,0.375
imagined,1,14,I went home with some great memories of the event.,0.25,0.125,0.375
imagined,1,15,It was a great time.,0.25,0.125,0.375
imagined,2,1,"Two weeks ago, I got a promotion.",0.875,0.25,0.875
imagined,2,2,"This promotion I had been waiting and hoping for, for the last year.",0.25,0.125,0.25
imagined,2,3,I was finally promoted to Assistant Manager.,0.625,0.625,0.75
imagined,2,11,I am very grateful for this opportunity to be in this new position and so grateful to my employers above me that felt that I deserved this opportunity and are wanting me to progress and grow along side the company.,0.125,0.125,0.25
imagined,2,12,I have put so much time and effort into this place and it's starting to pay off.,0.125,0.125,0.125
imagined,2,14,I am over the moon about this promotion and I ended up celebrating with my loved ones and family members with a bottle of bubbly berry juice (as I and my family members are not a fan of alcoholic beverages) and we went out to dinner afterwards to celebrate this new chapter of my life.,0.25,0.5,0.625
imagined,1,0,A few months ago around 3 I was celebrating my birthday.,0.75,0.75,0.875
imagined,1,1,I was having a good time that day I ended up going out to eat twice and I went shopping a few times as well.,0.375,0.25,0.625
imagined,1,2,I was getting things from family and friends all day.,0.125,0.5,0.625
imagined,1,3,I even had a taken a few shots earlier during the day.,0.375,0.625,0.75
imagined,1,4,I normally would never drink as early as I did on my birthday.,0.25,0.25,0.5
imagined,1,6,I had to go to target to pick up a prescription and a few other things I needed.,0.125,0.5,0.625
imagined,1,7,During my time at Target I ended up running into someone I used to know.,0.625,0.25,0.875
imagined,1,8,I knew this person back from college days at the university.,0.125,0.125,0.25
imagined,1,9,Had a decent amount of time together.,0.125,0.25,0.25
imagined,1,11,we didn't date or anything but we were close.,0.125,0.25,0.25
imagined,1,12,we had a nice little conversation at the time we met at target.,0.375,0.25,0.5
imagined,1,13,after all was said and done we hugged and talked some more and eventually came to the decision that we would talk to each other again.,0.375,0.25,0.625
imagined,2,0,"Dear Diary, I finally have time to write something down.",0.625,0.375,0.75
imagined,2,1,I've been dealing with a lot lately.,0.375,0.125,0.375
imagined,2,2,The other day my wife had a back spasm.,0.875,0.25,0.875
imagined,2,3,I wasn't home at the time but she had went to the emergency room.,1.0,0.375,1.0
imagined,2,4,Helping her with her recovery is rather challenging.,0.5,0.25,0.625
imagined,2,5,It's going to be weeks until shes okay again.,0.5,0.125,0.5
imagined,2,6,She cant walk.,0.5,0.375,0.75
imagined,2,7,I just cant stand the amount of pain shes in right now.,0.25,0.5,0.5
imagined,2,8,We had to spend all of our savings.,0.625,0.125,0.625
imagined,2,9,Luckily because of our daughter at home I'm still able to go to work.,0.5,0.125,0.5
imagined,2,11,My daughter has been helping out so much I hope her grades don't suffer because of it.,0.25,0.25,0.5
imagined,2,12,We have no choice because otherwise we wont be able to eat.,0.5,0.5,0.625
imagined,2,13,I'm glad my wife is doing better than the day she had the spasm.,0.5,0.25,0.5
imagined,2,14,It was hard to watch while i was in the room with her.,0.125,0.25,0.375
imagined,1,0,"About three months ago after a long ongoing search, I found something of value to me.",0.875,0.375,1.0
imagined,1,1,This was the home of my dreams!,0.375,0.125,0.375
imagined,1,3,I made myself proud and others as well.,0.125,0.25,0.25
imagined,1,5,One of the most interesting things that happened during the search was the most memorable ever for me.,0.625,0.125,0.625
imagined,1,6,This was when I met my long time friend from years ago again.,0.5,0.125,0.625
imagined,1,7,His name is Pete.,0.125,0.125,0.25
imagined,1,10,He only lived about two blocks away.,0.125,0.125,0.25
imagined,1,11,Since then we have gotten together a few more times and plan to date again.,0.25,0.375,0.625
imagined,1,13,Not only that but I have rekindled a good friendship that might turn out to be something more.,0.25,0.125,0.25
imagined,2,0,I worked so hard for this promotion.,0.75,0.625,0.75
imagined,2,1,But I didn't expect that I would be working even harder after.,0.625,0.125,0.625
imagined,2,2,It also requires I move to another state.,0.875,0.125,1.0
imagined,2,4,It's been quite a ride!,0.25,0.125,0.25
imagined,2,5,I have never lived this far away from my family so it's been scary and hard not having them here to support me.,0.375,0.25,0.375
imagined,2,6,I miss my mom so badly  and I miss my friends.,0.25,0.5,0.625
imagined,2,7,At my age I didn't realize how much I still needed my m'om!,0.25,0.125,0.375
imagined,2,8,I'm making new friends here but I still spend more time alone than I want.,0.125,0.5,0.625
imagined,2,9,"I think I might get a cat from the shelter to keep me company, i spend so much time at the office that I don't have a ton of time alone.",0.25,0.125,0.375
imagined,2,10,It's mainly on weekends when I would be out with friends or having dinner with my parents.,0.25,0.125,0.375
imagined,2,11,I love my new job even though it's so fast paced.,0.25,0.125,0.375
imagined,2,12,I feel like I'm making an impact already.,0.25,0.25,0.5
imagined,2,13,I got a nice raise with the promotion and am able to save money at a pace I never thought I could.,0.75,0.25,0.75
imagined,2,16,And I am flirting with my cute neighbor and think he's going to ask me out..,0.375,0.125,0.5
imagined,1,0,We have been married for ten years now.,0.375,0.375,0.5
imagined,1,1,He was the best man I have ever met.,0.375,0.125,0.375
imagined,1,2,"Although he was not particularly fond of anniversaries, he was keen on celebrating our ten year anniversary.",0.625,0.25,0.875
imagined,1,3,"Three month ago, we had the best time of our lives (I can say it was sweeter than my wedding itself).",0.75,0.25,0.875
imagined,1,4,We have been planning for weeks.,0.25,0.375,0.375
imagined,1,5,I got a nice hall and got a decorator to make it colorful.,0.25,0.375,0.625
imagined,1,7,"On the d-day, he took me to a nice restaurant for breakfast.",0.375,0.75,1.0
imagined,1,8,My sister later came in that day.,0.25,0.5,0.625
imagined,1,9,He assisted with the cookies I was making.,0.375,0.375,0.75
imagined,1,10,I already negotiated with a restaurant to supply us a nice meal.,0.125,0.375,0.5
imagined,1,11,"Around 4 pm, family and friends were welcomed with love genre songs to which everyone flowed.",0.25,0.75,0.75
imagined,1,12,The elderly ones holding their spouse and swinging to all directions slowly.,0.25,0.25,0.5
imagined,1,16,It was my turn to say something about my husband.,0.125,0.5,0.5
imagined,1,17,I couldn't manage a minute before tears of joy started rolling down my cheeks.,0.5,0.25,0.75
imagined,1,19,We took the vows and everyone found their way home.,0.25,0.625,0.625
imagined,3,0,Bad Lands National Park was an absolute gem.,0.375,0.5,0.625
imagined,3,2,It was everything that I envisioned the natural beauty of this planet could be.,0.25,0.125,0.25
imagined,3,3,My family went on a trip this summer.,0.5,0.375,0.5
imagined,3,6,"There were several places on the way that we had seen, but none had made the impact like Bad Lands did.",0.125,0.375,0.375
imagined,3,12,My family seemed to enjoy it as well.,0.125,0.375,0.375
imagined,3,13,Not everything is about technology.,0.125,0.125,0.125
imagined,3,14,It's good to stay grounded.,0.125,0.125,0.25
imagined,3,0,My best friend is probably the most important person in my life.,0.125,0.125,0.125
imagined,3,1,"I've been dating a new guy for a few weeks, and I really wanted him to have a chance to meet her since she is so important in my life.",0.5,0.5,0.75
imagined,3,2,"We decided to go out for dinner last week, and things could not have gone better.",0.625,0.625,1.0
imagined,3,8,I think the best part of the night was after dinner.,0.375,0.125,0.5
imagined,3,9,We decided to go to her house to drink some coffee.,0.625,0.375,0.875
imagined,3,11,"When my boyfriend sat down on the couch, however, Bailey was immediately taken with him.",0.875,0.125,1.0
imagined,1,0,My brother came to visit me last month.,0.625,0.375,0.875
imagined,1,1,"We live in the same state, but hours away from each other so we don't get to see each other as often as we'd like.",0.375,0.125,0.375
imagined,1,3,We planned a really fun weekend with my other brother.,0.625,0.125,0.625
imagined,1,4,We all like beer so we decided to visit a few local breweries.,0.25,0.5,0.75
imagined,1,5,He's also very big on craft beer so it seemed like a great plan.,0.125,0.125,0.25
imagined,1,6,He arrived early and we started at a brewery near my house.,0.625,0.5,1.0
imagined,1,8,I was surprised how crowded the place was.,0.375,0.25,0.375
imagined,1,9,We started with some flights because he wanted to try everything.,0.25,0.75,0.875
imagined,1,10,"After that, we went to another brewery not too far from there.",0.375,0.375,0.75
imagined,1,11,We had some more to drink and a lot of laughs.,0.375,0.5,0.75
imagined,1,13,After that we took an Uber to a local restaurant.,0.5,0.625,0.875
imagined,1,14,By this point we were very hungry.,0.125,0.125,0.25
imagined,1,15,"At the end of the day, we felt kind of tired so we decided to just hang out at my place.",0.125,0.5,0.625
imagined,3,0,Recently I was playing in a local basketball tournament with my team.,0.75,0.375,0.875
imagined,3,1,We won the first two games easily without much trouble.,0.625,0.25,0.875
imagined,3,2,Then we faced the toughest team in the city in the finals.,0.75,0.375,0.875
imagined,3,3,"Despite having a nice lead at half time, we struggled in the second half.",0.75,0.125,0.875
imagined,3,4,"The game came down to the final few minutes, where we led by a mere one point.",0.5,0.375,0.75
imagined,3,5,"In an effort to grab a rebound and give us a nice advantage, I was fouled extremely hard and came down badly on my knee.",1.0,0.125,1.0
imagined,3,6,Right away I knew it was bad.,0.625,0.25,0.625
imagined,3,7,I spent a few minutes writhing around in pain before being helped off the court.,0.5,0.5,0.75
imagined,3,8,I was forced to sit on the bench and ice my knee while the final minutes ticked away.,0.375,0.5,0.75
imagined,3,9,"Unfortunately we did not have the size on our bench to replace my height, and it cost us the chance for the championship.",1.0,0.5,1.0
imagined,3,10,"The final score was 85-84, and we ended up leaving with a second place trophy.",0.5,0.5,0.875
imagined,3,11,"After the game I went to the hospital and they immediately told me I had ruptured a ligament, and would not be able to do much of anything for a while.",0.875,0.125,0.875
imagined,3,12,"Thankfully I had surgery quickly, but was unable to walk for a few weeks which was quite frustrating.",0.75,0.375,0.875
imagined,3,14,I think we are more than capable of winning next year if we set our minds to it and can stay healthy!,0.25,0.125,0.25
imagined,2,0,I have been her friend since high school.,0.125,0.125,0.25
imagined,2,2,I didn't know until it was our last year in high school.,0.5,0.125,0.5
imagined,2,4,Different career path and our family background made us attend different college although it was against our wish.,0.25,0.25,0.375
imagined,2,6,"Fast forward to four years in college, it was her graduation party.",0.75,0.75,1.0
imagined,2,7,I attended the party with one of our other friends as she was someone we loved so much and very proud of.,0.375,0.375,0.75
imagined,2,8,Her relatives from Germany were also in attendance.,0.25,0.125,0.375
imagined,2,9,I knew it was set to be a glamorous graduation party.,0.5,0.5,0.625
imagined,2,10,I thought she was just going to give a vote of thanks when she picked up the mic.,0.375,0.5,0.75
imagined,2,11,It was more than what I thought as she started talking about her ordeal in college and how she scaled through.,0.375,0.375,0.75
imagined,2,12,"She started by thanking God and her parents, the school, faculty and friends.",0.125,0.125,0.25
imagined,2,13,"As she mentioned friends, I was happy she has finally recognized us as part of his college journey.",0.375,0.25,0.5
imagined,2,14,I didn't expect it when she mentioned how I have been a source of inspiration to her and about how I have been hardwired with the will to go on.,0.875,0.125,0.875
imagined,2,15,I was moved to tears while she talked about me.,0.625,0.125,0.625
imagined,2,16,It was an overwhelming and inspirational experience for me and it made me realize who I am and what I am made of.,0.375,0.125,0.375
imagined,2,0,It seemed like a normal day.,0.125,0.125,0.25
imagined,2,2,"I was out and about on my day off, when by complete chance I got a craving for a candy bar.",0.75,0.375,1.0
imagined,2,3,I decided that I deserved a treat and so I went to my local grocery store.,0.25,0.75,0.75
imagined,2,4,"Since I was there, I got a couple more necessities so I wouldn't have to go later on in the week.",0.125,0.5,0.625
imagined,2,5,"It was then, in the flour aisle, where I ran into her.",0.75,0.125,0.75
imagined,2,7,"However, she looked strikingly similar to my mother.",0.75,0.125,0.75
imagined,2,8,It wasn't actually my mom (obviously) but she looked similar enough where I had to go talk to her.,0.25,0.375,0.625
imagined,2,9,"She was a very interesting woman, and surprisingly, she wasn't taken aback by anything I said.",0.625,0.125,0.75
imagined,2,10,I told her that I thought she might be related to me.,0.375,0.25,0.625
imagined,2,11,"I told her my own name, my mother's name, and even some extended family's names.",0.375,0.25,0.625
imagined,2,12,But she said that she had never heard of any of them.,0.25,0.25,0.5
imagined,2,13,"I apologized profusely for my mistake, but she wasn't upset at all.",0.25,0.5,0.75
imagined,2,14,We decided to grab a donut and a coffee and chat.,0.75,0.25,0.875
imagined,2,15,It turned out that we actually had quite a bit in common.,0.5,0.125,0.625
imagined,2,16,I will never forget the day that I met that woman.,0.125,0.125,0.25
imagined,3,0,“Julie and the girls at Jet Set Getaways have planned two unforgettable trips to Italy for me and my family.,0.75,0.5,0.875
imagined,3,1,They both were perfect from the start.,0.25,0.25,0.375
imagined,3,2,"The hotels, tours, and restaurant recommendations were all amazing from Rome, to Il Borro, Florence, and Sorrento.",0.125,0.5,0.5
imagined,3,3,"Our cooking class in Florence in Meri’s Tuscan kitchen was a highlight topped off with a full day boat tour along the Sorrento Coast, Capri Island, and Nero Bay with Giovanni and having lunch at Conca Del Sogno on our last day.",0.625,0.375,0.875
imagined,3,5,Can’t wait to have Julie and Get Set Getaways plan our next trip” Jet Set Getaways make dreams come true.,0.25,0.25,0.375
imagined,3,6,Outstanding on every level.,0.25,0.125,0.25
imagined,3,7,I’ve flown over 1 Million miles in my life and traveled extensively.,0.25,0.375,0.375
imagined,3,8,Julie and company are true professionals and far exceed any and all expectations.,0.25,0.125,0.25
imagined,3,9,I cannot recommend high enough.,0.375,0.125,0.375
imagined,3,10,Pure professionals and handle incredible details.,0.25,0.25,0.375
imagined,3,11,Do yourself a favor - retain the outstanding services of Jet Set Getaways and I guarantee you will be impressed.,0.25,0.125,0.375
imagined,3,12,Job well done Julie.,0.125,0.125,0.125
imagined,3,13,"When thinking of booking travel, three words come to mind: convenience, relaxation & luxury.",0.125,0.125,0.25
imagined,3,15,"From the onset of booking our honeymoon, JSG was prompt to provide hotel recommendations that were matched with our desires for our trip to Greece.",0.25,0.375,0.625
imagined,3,16,We stayed at the Blue Palace - Marriott Luxury Collection in Crete & The Chromata in Santorini.,0.25,0.5,0.625
imagined,3,17,"When we checked in, the staff pulled up our itinerary & knew what extra Virtuoso Amenities would be included, which luckily afforded an upgrade for our stays.",0.5,0.5,0.75
imagined,3,18,"Additionally, to our surprise, we receive a hand written letter with welcome treats & wine at each hotel!",0.75,0.125,0.75
imagined,3,20,The JSG team treats each of their clients exceptionally & personably.,0.125,0.125,0.125
imagined,3,21,All details are thought of from the inception of the booking process & throughout the stay.,0.125,0.25,0.375
imagined,3,0,Two months ago I had to take a tech program examination.,0.75,0.625,1.0
imagined,3,1,My standing at work was under challenge by other people in my company.,0.75,0.5,0.875
imagined,3,2,If I didn't pass the test I would have been demoted and I would have had my pay lowered.,0.625,0.375,0.625
imagined,3,3,I didn't want that so I tried my best to pass it.,0.375,0.25,0.625
imagined,3,4,It was an extremely stressful time.,0.375,0.125,0.5
imagined,3,5,"I wasn't afforded much time to prepare for the test, not even a day.",0.25,0.375,0.375
imagined,3,6,It was sprung on me at a moment's notice.,0.5,0.25,0.75
imagined,3,8,I managed to make it there.,0.25,0.25,0.5
imagined,3,9,When I sat down I got right to work.,0.375,0.625,0.875
imagined,3,10,I started to calm down when I noticed that the questions were things I was very familiar with.,0.625,0.25,0.75
imagined,3,11,This gave me confidence that I needed at the time.,0.5,0.375,0.75
imagined,3,12,When the exam was finally done I was relieved.,0.375,0.5,0.625
imagined,3,13,"Later that week I found out the results of the exam, and I had passed.",0.5,0.5,0.75
imagined,3,14,I was able to keep my social standing and position in the company.,0.625,0.5,0.75
imagined,3,15,My boss and my co-workers congratulated me for passing.,0.25,0.625,0.75
imagined,1,0,4 months ago I had the most amazing experience of my life.,0.75,0.125,0.75
imagined,1,1,I decided to take a few weeks off from work and just reconnect with myself and nature.,0.75,0.125,0.75
imagined,1,3,After much research I wound up agreeing to go dog mushing around the interior of Alaska with a native of the area.,0.875,0.125,0.875
imagined,1,4,"I was nervous for sure, but it sounded like the chance of a lifetime.",0.125,0.375,0.5
imagined,1,5,I needed to break from reality badly.,0.125,0.25,0.375
imagined,1,7,After a few days of riding around the lonely outskirts of Alaska I really started to feel better.,0.375,0.625,0.75
imagined,1,9,My mind totally cleared and for the first time in forever I really felt at peace.,0.125,0.25,0.25
imagined,1,10,The scenery in Alaska is amazing.,0.125,0.375,0.375
imagined,1,13,"It looks untouched, like no one has been around to destroy it like the rest of the world.",0.125,0.25,0.375
imagined,1,14,My favorite moment of the entire trip was when we took a short break to let the dogs rest.,0.375,0.5,0.875
imagined,1,15,I was sitting in the snow and I looked over and saw 2 moose walking across the ice.,0.5,0.5,0.875
imagined,1,16,"I had never seen a moose up close, it was breathtaking.",0.5,0.25,0.625
imagined,2,0,Last month was Amy's birthday and she had decided to throw herself a party since she was turning 30.,1.0,0.75,1.0
imagined,2,1,She sent out an invitation via email.,0.25,0.375,0.625
imagined,2,2,It said to meet at the Korean BBQ place in town at 8pm.,0.375,0.25,0.625
imagined,2,3,"I was anxious because I never had Korean BBQ, but I decided to go anyway.",0.625,0.375,0.75
imagined,2,4,I am so glad I did!,0.375,0.125,0.5
imagined,2,5,The food was amazing.,0.25,0.25,0.5
imagined,2,6,They cook it on the table right in front of you.,0.375,0.125,0.5
imagined,2,8,There was a red bean sauce that I fell in love with.,0.375,0.125,0.375
imagined,2,10,They had real vanilla bean ice cream and some amazing cakes.,0.375,0.125,0.375
